Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
helpers.Misc.OpenSearchBar(),Windows - Chrome 120.0.0.0,,,31-01-2024 17:20:03,31-01-2024 17:20:11,7.669s,PASSED
delay(1),Windows - Chrome 120.0.0.0,,,31-01-2024 17:20:11,31-01-2024 17:20:12,1.006s,PASSED
"setText(findTestObject(""ESO/Page_Home/inputsearchBox""), Companion_Name)",Windows - Chrome 120.0.0.0,,,31-01-2024 17:20:12,31-01-2024 17:20:18,6.465s,PASSED
"sendKeys(findTestObject(""ESO/Page_Home/inputsearchBox""), Keys.chord(ENTER))",Windows - Chrome 120.0.0.0,,,31-01-2024 17:20:18,31-01-2024 17:20:21,2.543s,PASSED
"verifyTextPresent(""MEET THE CHARACTER—"" + Companion_Name.toUpperCase(), false)",Windows - Chrome 120.0.0.0,,,31-01-2024 17:20:21,31-01-2024 17:20:26,4.994s,PASSED
closeBrowser(),Windows - Chrome 120.0.0.0,,,31-01-2024 17:20:26,31-01-2024 17:20:27,1.438s,PASSED
,,,,,,,
Test Cases/Data-Driven/DD002 - Meet the Companions,Windows - Chrome 120.0.0.0,,,31-01-2024 17:20:27,31-01-2024 17:21:40,1m - 13.272s,PASSED
"callTestCase(findTestCase(""ESO/Misc Tests/Open ESO Page""), [:], STOP_ON_FAILURE)",Windows - Chrome 120.0.0.0,,,31-01-2024 17:20:27,31-01-2024 17:21:17,49.462s,PASSED
helpers.Misc.OpenSearchBar(),Windows - Chrome 120.0.0.0,,,31-01-2024 17:21:17,31-01-2024 17:21:23,6.464s,PASSED
delay(1),Windows - Chrome 120.0.0.0,,,31-01-2024 17:21:23,31-01-2024 17:21:24,1.002s,PASSED
"setText(findTestObject(""ESO/Page_Home/inputsearchBox""), Companion_Name)",Windows - Chrome 120.0.0.0,,,31-01-2024 17:21:24,31-01-2024 17:21:30,5.997s,PASSED
"sendKeys(findTestObject(""ESO/Page_Home/inputsearchBox""), Keys.chord(ENTER))",Windows - Chrome 120.0.0.0,,,31-01-2024 17:21:30,31-01-2024 17:21:33,2.438s,PASSED
"verifyTextPresent(""MEET THE CHARACTER—"" + Companion_Name.toUpperCase(), false)",Windows - Chrome 120.0.0.0,,,31-01-2024 17:21:33,31-01-2024 17:21:39,6.566s,PASSED
closeBrowser(),Windows - Chrome 120.0.0.0,,,31-01-2024 17:21:39,31-01-2024 17:21:40,1.322s,PASSED
,,,,,,,
Test Cases/Data-Driven/DD002 - Meet the Companions,Windows - Chrome 120.0.0.0,,,31-01-2024 17:21:41,31-01-2024 17:23:04,1m - 23.062s,PASSED
"callTestCase(findTestCase(""ESO/Misc Tests/Open ESO Page""), [:], STOP_ON_FAILURE)",Windows - Chrome 120.0.0.0,,,31-01-2024 17:21:41,31-01-2024 17:22:39,58.469s,PASSED
helpers.Misc.OpenSearchBar(),Windows - Chrome 120.0.0.0,,,31-01-2024 17:22:39,31-01-2024 17:22:47,7.707s,PASSED
delay(1),Windows - Chrome 120.0.0.0,,,31-01-2024 17:22:47,31-01-2024 17:22:48,1.004s,PASSED
"setText(findTestObject(""ESO/Page_Home/inputsearchBox""), Companion_Name)",Windows - Chrome 120.0.0.0,,,31-01-2024 17:22:48,31-01-2024 17:22:54,6.064s,PASSED
"sendKeys(findTestObject(""ESO/Page_Home/inputsearchBox""), Keys.chord(ENTER))",Windows - Chrome 120.0.0.0,,,31-01-2024 17:22:54,31-01-2024 17:22:58,4.064s,PASSED
"verifyTextPresent(""MEET THE CHARACTER—"" + Companion_Name.toUpperCase(), false)",Windows - Chrome 120.0.0.0,,,31-01-2024 17:22:58,31-01-2024 17:23:02,4.098s,PASSED
closeBrowser(),Windows - Chrome 120.0.0.0,,,31-01-2024 17:23:02,31-01-2024 17:23:04,1.646s,PASSED
