Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""ESO/Age Valitadion/A002 - Valid Age""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:50:17,31-01-2024 22:50:21,3.985s,PASSED
"verifyTextPresent(Character_Name.toUpperCase(), false)",Chrome 120.0.0.0,,,31-01-2024 22:50:21,31-01-2024 22:50:21,0.361s,PASSED
"verifyTextPresent(""MEET THE CHARACTER"", false)",Chrome 120.0.0.0,,,31-01-2024 22:50:21,31-01-2024 22:50:21,0.325s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,31-01-2024 22:50:21,31-01-2024 22:50:21,0.234s,PASSED
,,,,,,,
Test Cases/Data-Driven/DD002 - Meet the Characters,Chrome 120.0.0.0,Test Case to search for characters in game,Data-Driven,31-01-2024 22:50:21,31-01-2024 22:50:39,17.830s,PASSED
"verifyCheckpoint(findCheckpoint(""Checkpoints/Companions""), false)",Chrome 120.0.0.0,,,31-01-2024 22:50:21,31-01-2024 22:50:22,0.014s,PASSED
"callTestCase(findTestCase(""ESO/Misc Tests/Open ESO Page""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:50:22,31-01-2024 22:50:29,7.311s,PASSED
helpers.Misc.OpenSearchBar(),Chrome 120.0.0.0,,,31-01-2024 22:50:29,31-01-2024 22:50:30,1.259s,PASSED
"setText(findTestObject(""ESO/Page_Home/Search Bar/inputsearchBox""), Character_Name)",Chrome 120.0.0.0,,,31-01-2024 22:50:30,31-01-2024 22:50:31,0.782s,PASSED
delay(1),Chrome 120.0.0.0,,,31-01-2024 22:50:31,31-01-2024 22:50:32,1.015s,PASSED
"verifyElementPresent(findTestObject(""ESO/Page_Home/Search Bar/div_Character suggestion""), 0)",Chrome 120.0.0.0,,,31-01-2024 22:50:32,31-01-2024 22:50:32,0.264s,PASSED
"click(findTestObject(""ESO/Page_Home/Search Bar/a_Character suggestion""))",Chrome 120.0.0.0,,,31-01-2024 22:50:32,31-01-2024 22:50:34,2.321s,PASSED
