Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Validate Pesquisas,Chrome 120.0.0.0,,,12-01-2024 22:25:33,12-01-2024 22:25:36,2.651s,PASSED
,,,,,,,
Test Cases/Musisys/Validate Home Screen,Chrome 120.0.0.0,,,12-01-2024 22:25:34,12-01-2024 22:25:36,2.419s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,12-01-2024 22:25:34,12-01-2024 22:25:36,1.631s,PASSED
"navigateToUrl(""http://localhost/website/"")",Chrome 120.0.0.0,,,12-01-2024 22:25:36,12-01-2024 22:25:36,0.093s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Musiys/Page_Gesto Musisys/Singer""))",Chrome 120.0.0.0,,,12-01-2024 22:25:36,12-01-2024 22:25:36,0.396s,PASSED
,,,,,,,
Test Cases/Musisys/Enter Pesquisas,Chrome 120.0.0.0,,,12-01-2024 22:25:36,12-01-2024 22:25:36,0.058s,PASSED
return null,Chrome 120.0.0.0,,,12-01-2024 22:25:36,12-01-2024 22:25:36,0.001s,PASSED
